document_completeness,required_field_completeness,eligibility_pass_ratio,budget_consistency,certificate_validity,contradiction_count,duplicate_similarity,suspicious_indicator_count,document_quality,proposal_quality,project_feasibility,environmental_impact,extraction_confidence,risk_class,risk_score,quality_score
1.0,0.83,1.0,0.91,0.86,2,0.07,0,0.95,0.86,0.77,1.0,0.95,LOW,0.1,88.0
0.4,0.4,0.34,0.29,0.23,3,0.62,6,0.3,0.36,0.43,0.48,0.5,HIGH,100.0,47.0
0.4,0.41,0.31,0.43,0.3,2,0.52,3,0.33,0.3,0.36,0.39,0.5,HIGH,80.0,22.9
0.89,0.85,0.89,0.9,0.94,0,0.1,0,0.74,0.81,0.83,0.72,0.91,LOW,8.3,73.7
0.54,0.71,0.49,0.68,0.62,4,0.49,5,0.52,0.59,0.77,0.55,0.5,MEDIUM,68.5,44.0
0.48,0.4,0.36,0.58,0.38,8,0.63,8,0.3,0.56,0.38,0.35,0.5,HIGH,100.0,11.9
0.99,0.81,0.96,0.93,0.8,0,0.27,1,0.78,0.75,0.81,0.97,0.84,LOW,11.4,100.0
0.61,0.74,0.51,0.45,0.82,3,0.25,1,0.78,0.79,0.77,0.65,0.65,MEDIUM,39.0,64.6
0.56,0.45,0.81,0.68,0.77,6,0.34,1,0.61,0.62,0.91,0.45,0.62,MEDIUM,46.7,56.4
0.66,0.61,0.47,0.45,0.73,7,0.31,4,0.84,0.58,0.58,0.36,0.82,HIGH,69.5,43.2
0.47,0.4,0.56,0.62,0.47,3,0.29,5,0.44,0.63,0.51,0.85,0.61,HIGH,69.8,42.3
0.53,0.69,0.6,0.95,0.87,1,0.35,1,0.84,0.63,0.9,0.84,0.64,LOW,22.3,68.1
0.4,0.4,0.3,0.25,0.33,5,0.44,3,0.31,0.3,0.41,0.39,0.5,HIGH,97.6,53.8
0.85,0.55,0.79,0.57,0.67,6,0.35,4,0.63,0.67,0.52,0.56,0.54,MEDIUM,54.4,48.7
0.82,1.0,0.81,1.0,0.81,1,0.14,2,1.0,0.82,0.86,0.95,0.76,LOW,12.7,68.5
0.88,0.88,0.65,0.75,0.77,3,0.11,5,0.81,0.86,0.66,1.0,0.69,LOW,30.4,91.8
0.85,0.78,0.71,0.75,0.63,2,0.08,0,0.85,0.82,0.84,0.8,0.62,LOW,20.7,72.0
0.72,0.55,1.0,0.37,0.68,2,0.61,2,0.7,0.54,0.51,0.6,0.58,MEDIUM,50.3,54.6
0.82,0.82,0.94,0.82,0.95,0,0.0,0,0.85,0.76,0.75,0.95,0.87,LOW,4.6,78.7
0.45,0.65,0.47,0.72,0.52,5,0.43,4,0.54,0.56,0.74,0.69,0.65,MEDIUM,64.0,51.3
0.4,0.4,0.3,0.38,0.25,6,0.66,3,0.45,0.42,0.39,0.5,0.5,HIGH,96.6,42.4
0.65,0.43,0.59,0.58,0.59,3,0.04,4,0.57,0.44,0.73,0.35,0.75,MEDIUM,54.0,38.1
0.4,0.4,0.3,0.25,0.25,5,0.41,4,0.3,0.3,0.25,0.51,0.5,HIGH,97.8,14.3
0.83,0.81,0.82,0.83,0.75,0,0.09,1,0.89,0.65,0.98,0.65,0.77,LOW,6.6,96.8
0.79,0.78,0.54,0.77,0.6,2,0.45,5,0.67,0.88,0.74,0.5,0.9,MEDIUM,45.6,59.0
0.71,0.73,0.56,0.54,0.4,2,0.19,2,0.53,0.59,0.62,0.45,0.55,MEDIUM,40.6,48.2
0.4,0.4,0.3,0.25,0.24,5,0.7,7,0.3,0.35,0.46,0.2,0.5,HIGH,100.0,16.5
0.73,1.0,0.87,1.0,0.87,0,0.0,0,1.0,0.86,0.77,0.89,0.9,LOW,6.6,77.0
0.58,0.71,0.44,0.58,0.54,3,0.35,1,0.67,0.75,0.82,0.71,0.57,MEDIUM,54.9,59.1
0.4,0.45,0.3,0.25,0.2,9,0.57,6,0.48,0.3,0.32,0.21,0.5,HIGH,100.0,32.0
0.49,0.4,0.59,0.62,0.61,2,0.15,0,0.36,0.56,0.4,0.64,0.5,MEDIUM,47.3,36.7
0.49,0.46,0.3,0.55,0.66,3,0.49,3,0.47,0.3,0.54,0.24,0.63,HIGH,72.5,24.2
0.51,0.4,0.4,0.25,0.42,7,0.86,3,0.46,0.42,0.33,0.53,0.5,HIGH,100.0,34.8
0.92,0.77,0.8,0.75,0.73,0,0.0,3,0.81,0.6,0.73,0.68,0.78,LOW,21.1,74.5
0.65,0.63,0.42,0.83,0.56,3,0.49,1,0.64,0.55,0.69,0.38,0.61,MEDIUM,54.9,59.9
0.42,0.4,0.32,0.29,0.3,3,0.16,1,0.35,0.3,0.25,0.33,0.5,HIGH,83.5,38.3
0.82,0.61,0.64,0.6,0.68,1,0.24,1,0.67,0.67,0.6,0.89,0.74,LOW,26.9,69.5
0.42,0.4,0.45,0.27,0.22,3,0.49,1,0.41,0.31,0.59,0.2,0.5,HIGH,79.4,28.2
0.82,0.76,0.98,0.79,0.69,0,0.0,2,0.92,0.8,0.93,0.6,0.76,LOW,12.6,84.3
0.4,0.4,0.3,0.25,0.23,9,0.59,1,0.47,0.36,0.25,0.32,0.57,HIGH,100.0,31.6
0.81,0.82,1.0,0.8,0.73,0,0.0,0,0.85,0.9,0.72,1.0,0.65,LOW,4.6,70.3
0.86,0.71,0.62,0.26,0.64,0,0.37,1,0.53,0.72,0.69,0.82,0.59,LOW,38.1,59.7
0.78,0.83,0.9,0.78,0.83,1,0.0,0,0.8,0.76,0.8,1.0,0.86,LOW,8.9,69.9
0.4,0.4,0.3,0.28,0.2,3,0.35,0,0.31,0.3,0.25,0.2,0.5,HIGH,81.5,28.5
0.68,0.59,0.53,0.67,0.84,2,0.35,0,0.76,0.58,0.78,0.68,0.52,MEDIUM,45.0,56.0
0.72,0.64,0.68,0.43,0.58,3,0.3,5,0.44,0.87,0.46,0.61,0.52,MEDIUM,54.4,39.1
0.66,0.68,0.64,0.49,0.68,2,0.31,2,0.5,0.74,0.66,0.67,0.65,MEDIUM,51.1,67.4
0.68,0.56,0.34,0.25,0.63,2,0.42,1,0.55,0.85,0.74,0.27,0.6,MEDIUM,54.5,28.0
0.41,0.4,0.3,0.43,0.31,2,0.15,2,0.45,0.3,0.25,0.49,0.5,HIGH,82.8,29.9
0.49,0.4,0.3,0.36,0.37,8,0.62,6,0.44,0.3,0.55,0.33,0.5,HIGH,100.0,16.5
0.54,0.42,0.69,0.53,0.54,1,0.38,0,0.6,0.72,0.47,0.56,0.56,LOW,33.3,51.0
0.9,0.87,0.95,1.0,0.79,3,0.0,1,0.86,0.96,0.86,0.87,0.76,LOW,2.8,77.9
0.58,0.46,0.76,0.62,0.58,1,0.23,2,0.5,0.78,0.33,0.56,0.77,MEDIUM,46.7,43.7
0.85,0.84,0.8,0.86,0.89,1,0.3,0,0.81,0.86,0.74,0.98,0.83,LOW,10.1,77.8
0.8,0.9,0.68,0.6,0.69,3,0.08,0,0.92,0.85,0.56,0.64,0.75,LOW,26.0,78.6
0.86,0.83,0.77,0.88,0.76,0,0.16,1,0.8,0.61,0.96,0.74,0.91,LOW,17.8,90.1
0.82,1.0,0.74,0.98,0.82,2,0.5,3,0.78,0.76,0.74,0.85,0.88,LOW,22.1,55.9
0.92,0.85,0.73,0.74,0.8,3,0.0,1,0.87,0.58,0.72,0.7,0.79,LOW,17.6,53.1
0.88,1.0,0.73,0.97,0.62,0,0.0,0,0.96,0.86,0.9,0.66,0.93,LOW,8.3,85.4
0.88,1.0,0.74,0.7,0.84,1,0.0,0,0.87,1.0,0.93,0.9,0.96,LOW,5.9,86.7
0.73,0.58,0.63,0.68,0.78,3,0.27,2,0.45,0.78,0.77,0.81,0.5,MEDIUM,38.8,55.2
0.47,0.46,0.58,0.59,0.57,3,0.55,5,0.51,0.39,0.68,0.48,0.68,HIGH,75.6,34.7
0.53,0.66,0.66,0.66,0.63,2,0.26,3,0.5,0.66,0.83,0.96,0.6,MEDIUM,48.5,50.6
0.49,0.54,0.49,0.74,0.63,1,0.05,4,0.44,0.52,0.53,0.46,0.5,MEDIUM,55.6,29.7
0.64,0.76,0.61,0.69,0.72,2,0.58,1,0.7,0.51,0.94,0.47,0.71,MEDIUM,35.2,46.3
0.78,0.74,0.58,0.55,0.55,3,0.41,2,0.63,0.55,0.48,0.64,0.75,MEDIUM,50.1,43.8
0.77,0.97,0.88,0.93,0.86,1,0.16,1,0.86,0.9,0.91,0.87,0.95,LOW,8.8,83.6
0.67,1.0,0.94,0.8,0.82,2,0.0,0,0.8,0.89,0.76,0.98,0.78,LOW,11.6,81.4
0.4,0.4,0.3,0.25,0.2,8,0.74,5,0.3,0.45,0.25,0.24,0.5,HIGH,100.0,1.3
0.78,0.77,0.61,0.8,0.94,2,0.15,2,0.65,0.73,0.92,0.76,0.88,LOW,30.0,63.6
0.4,0.4,0.3,0.25,0.2,2,0.57,3,0.3,0.3,0.34,0.27,0.5,HIGH,100.0,15.8
0.77,0.77,0.77,0.97,0.75,1,0.03,0,0.99,1.0,0.73,0.76,0.91,LOW,12.1,76.7
0.4,0.4,0.52,0.38,0.33,2,0.29,4,0.38,0.53,0.54,0.48,0.5,HIGH,74.0,30.2
0.56,0.5,0.64,0.77,0.75,1,0.22,1,0.61,0.72,0.48,0.78,0.51,LOW,37.1,58.8
0.5,0.44,0.52,0.55,0.57,0,0.41,3,0.69,0.56,0.54,0.71,0.53,MEDIUM,56.5,39.6
0.58,0.56,0.82,0.51,0.6,0,0.31,1,0.68,0.43,0.76,0.5,0.57,LOW,34.0,59.9
0.68,0.7,0.94,1.0,0.99,0,0.0,0,0.75,0.74,0.91,0.94,0.5,LOW,9.4,96.3
0.4,0.4,0.57,0.25,0.3,6,0.66,3,0.38,0.4,0.25,0.51,0.5,HIGH,98.5,26.7
0.86,0.81,0.98,0.89,1.0,0,0.3,2,0.87,0.84,1.0,0.93,0.98,LOW,2.2,68.2
0.9,0.83,0.93,0.78,0.76,1,0.0,1,0.87,0.62,0.93,0.93,0.83,LOW,5.1,81.4
1.0,0.84,0.93,1.0,0.76,0,0.0,0,0.94,0.9,0.88,1.0,1.0,LOW,0.0,74.0
0.4,0.4,0.36,0.25,0.2,4,0.53,4,0.3,0.3,0.25,0.25,0.5,HIGH,100.0,14.2
0.53,0.78,0.54,0.41,0.54,3,0.39,3,0.76,0.58,0.75,0.49,0.56,MEDIUM,60.5,56.1
0.62,0.51,0.56,0.69,0.66,5,0.3,0,0.3,0.48,0.63,0.47,0.52,MEDIUM,57.1,78.9
0.47,0.65,0.8,0.48,0.63,1,0.33,2,0.62,0.67,0.34,0.41,0.53,MEDIUM,53.3,40.9
0.51,0.5,0.68,0.4,0.47,2,0.38,5,0.62,0.35,0.33,0.52,0.5,HIGH,72.2,38.3
0.69,0.5,0.52,0.63,0.46,5,0.18,4,0.51,0.57,0.51,0.81,0.65,MEDIUM,56.1,65.3
0.58,0.5,0.42,0.47,0.66,4,0.52,3,0.39,0.68,0.45,0.63,0.55,MEDIUM,71.9,36.8
0.68,0.65,0.45,0.39,0.79,1,0.08,1,0.48,0.37,0.75,0.44,0.72,MEDIUM,43.8,62.5
0.99,0.93,0.81,1.0,0.98,2,0.32,0,1.0,1.0,0.98,1.0,0.96,LOW,3.7,91.4
0.65,0.58,0.45,0.68,0.7,5,0.6,1,0.45,0.65,0.51,0.91,0.5,MEDIUM,65.9,57.1
0.8,0.91,0.92,0.86,0.78,2,0.26,2,0.76,0.65,0.95,1.0,0.88,LOW,11.0,65.9
0.7,0.63,0.49,0.48,0.58,4,0.29,2,0.4,0.52,0.57,0.76,0.55,MEDIUM,51.3,59.9
0.51,0.52,0.68,0.4,0.74,1,0.27,4,0.55,0.65,0.65,0.53,0.62,MEDIUM,50.5,49.8
0.9,0.92,1.0,1.0,0.82,0,0.07,2,0.91,0.75,0.87,0.91,0.93,LOW,0.0,85.1
0.76,0.84,0.68,0.55,0.63,6,0.36,3,0.75,0.92,0.59,0.82,0.67,MEDIUM,50.6,46.2
0.74,0.83,0.77,0.79,0.81,2,0.05,2,0.71,0.83,0.68,0.81,0.79,LOW,23.6,54.9
0.89,0.99,0.72,1.0,0.95,4,0.29,1,1.0,1.0,0.47,1.0,0.79,LOW,21.2,78.1
